tweet_text,emotion_type,product_mention
"RT @mention Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",no emotion,Apple
"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",Positive emotion,Apple
RT @mention Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,no emotion,Google
RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,Positive emotion,Apple
RT @mention Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link},no emotion,Apple
RT @mention driving around austin on google street view scoping out locations. from my desk. #sxsw,no emotion,Google
"RT @mention Dude, you're at an Outkast concert and you're tweeting from an iPad. RT @mention Old school players to new school fools. #SXSW",no emotion,Apple
RT @mention Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,no emotion,Apple
RT @mention Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,no emotion,Google
RT @mention Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,no emotion,Apple
RT @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,no emotion,Apple
RT @mention Engaging #sxsw filter on my @mention iPhone/iPod Twitter app. #youkidshavefun,no emotion,Apple
RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,Positive emotion,Apple
RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,Negative emotion,Apple
"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",Positive emotion,Apple
RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},Positive emotion,Apple
RT @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,no emotion,Apple
RT @mention Evidence against NFC in the iPhone 5 via @mention {link} #checkins #sxsw cc: @mention,no emotion,Apple
RT @mention eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw,no emotion,Apple
RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Positive emotion,Google
"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Positive emotion,Google
RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,Positive emotion,Google
RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link},Positive emotion,Apple
"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Negative emotion,Google
RT @mention Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,no emotion,Apple
RT @mention FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link},no emotion,Apple
RT @mention Fellow @mention is a #SXSW panelist for the &quot;iPad 2 vs Android vs the World&quot; session today at 3:30. {link},no emotion,Both
"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",Negative emotion,Apple
RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},Positive emotion,Apple
"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",Negative emotion,Apple
RT @mention Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},no emotion,Google
RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention,Positive emotion,Apple
"RT @mention First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",no emotion,Apple
RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,Positive emotion,Apple
RT @mention First shots w/iPad 2 from #sxsw {link},no emotion,Apple
RT @mention First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,no emotion,Apple
"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",no emotion,Both
"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxswi #sxsw",no emotion,Both
"RT @mention Flipboard's next platform will be the iPhone, CEO @mention says #sxsw",no emotion,Apple
"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",Negative emotion,Google
RT @mention Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,no emotion,Apple
RT @mention Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention,no emotion,Google
RT @mention Following the Bing/Google SEO session #qagb at #SXSW and my buddy @mention #seo,no emotion,Google
"RT @mention For any retailers headed to SXSW this month, check out @mention - Google's SXSW Twitter presence. #sxsw",no emotion,Google
"RT @mention For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",no emotion,Google
RT @mention Forgot my iPhone for #sxsw. Android only. Knife to a gun fight,Positive emotion,Both
RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW,Negative emotion,Apple
RT @mention Found a road dawg to check out this iPad store #sxsw @mention,no emotion,Apple
"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",Negative emotion,Apple
RT @mention foursquare 3.0 just in time for #sxsw. Wonder what the iphone and android guys will get this time.,no emotion,Both
RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw  ^MR,no emotion,Google
RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw ^MR,no emotion,Google
"RT @mention free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo",no emotion,Apple
RT @mention FREE #iTunes #SXSW ... link takes you to @mention #iTunes store  {link},no emotion,Apple
"RT @mention Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",no emotion,Both
"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",Positive emotion,Apple
"RTÛÏ@mention Fret not, iPhone owners. Apple to open temporary store at #SXSW. {link} via @mention",no emotion,Apple
RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,no emotion,Apple
"RT @mention From #SXSW: @mention says @mention playing with NFC for next gen devices. Nexus S now, iPhone 5 next?",no emotion,Both
"RT @mention From a poster he saw RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",no emotion,Google
RT @mention Front Gate Tickets Present The Morning After Party 3/18 https://sites.google.com/site/frontgatesxsw11/ #SXSW Music,no emotion,Google
RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw,Positive emotion,Google
RT @mention Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.,Positive emotion,Apple
RT @mention Funny that even CNN is saying to stay clear of Austin Apple store on Friday (iPad 2 launch) cuz of #sxsw. {link},no emotion,Apple
RT @mention Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW,Positive emotion,Apple
"RT @mention gabacustweets: iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #s... {link} #SocialMedia #BRK",Positive emotion,Apple
RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},Positive emotion,Google
RT @mention Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,Positive emotion,Apple
"RT @mention Get (down)loaded Hoot! - RT #HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",no emotion,Both
RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},no emotion,Apple
RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} via @mention,no emotion,Apple
"RT @mention Get it while it's hot! Latest version of Whrrl is available 2day 4Android, iPhone &amp; BB! @mention FOR BLACKBERRY! :-) #SXSW",Positive emotion,Both
"RT @mention Get it while it's hot! The latest version of Whrrl is available today for Android, iPhone - and Blackberry! WHRRL FOR BLACKBERRY! :-) #SXSW",Positive emotion,Both
RT @mention Get our #SXSW iPhone app! Thanks to @mention for the awesome integration! {link},Positive emotion,Apple
RT @mention Get the OWLE Bubo for iPhone with a $20 off coupon use code SBSW2011  #sxsw #SXSWFilm #SXSWi #almedia,no emotion,Apple
RT @mention Get your Android photo app ready #SXSW Your public videos &amp; photos will be a live stream #PLAYSXSW {link},no emotion,Google
RT @mention Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link},Positive emotion,Apple
RT @mention giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,no emotion,Google
"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",Positive emotion,Apple
RT @mention Going to #SXSW? Checkin with friends while youÛªre in Austin with these location-based apps. {link} #iPhone,no emotion,Apple
RT @mention Going to #SXSW? Come by the @mention onsulting booth for chance to win an iPad 2! &lt;&amp; stimulating conversation no doubt!,no emotion,Apple
RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,no emotion,Apple
RT @mention Going to #SXSW? Join Google &amp; YouTube for special events &amp; more: {link} #google ...,no emotion,Google
RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,Positive emotion,Apple
RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp #mobile,Positive emotion,Apple
RT @mention Going to #SXSW? We compiled a list of the top 6 smartphone apps to have while in Austin. {link} #iPhone #Droid,no emotion,Apple
"RT @mention Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",no emotion,Apple
RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,Positive emotion,Google
RT @mention Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,Positive emotion,Apple
"RT @mention Good morning, #SXSW. What r u talking abt on Twitter now according to @mention @mention ipad design, geogames and design headaches",no emotion,Apple
RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Positive emotion,Apple
RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,Positive emotion,Apple
RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,Positive emotion,Apple
RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,Positive emotion,Apple
HT @mention Google launching &quot;Circles.&quot;  I'm intrigued but wary.  {link} #sxsw,no emotion,Google
RT @mention google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw,no emotion,Google
RT @mention Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,no emotion,Google
"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",Positive emotion,Google
RT @mention Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link},no emotion,Google
RT @mention Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard,no emotion,Google
RT @mention Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},no emotion,Google
"RT @mention Google announces Check-ins, coupons, deals @mention {link}  #SXSW",no emotion,Google
RT @mention Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing,no emotion,Google
"RT @mention Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw",Positive emotion,Google
RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,Positive emotion,Google
RT @mention Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},no emotion,Google
RT @mention Google Circles launching today at #SXSW? New #Facebook killer???? {link},no emotion,Google
"RT @mention Google Circles might launch today at #sxsw, a new social network: {link}",no emotion,Google
RT @mention Google Circles will be ______    #sxsw,no emotion,Google
RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw,Negative emotion,Google
RT @mention Google could = search engines. Google instead = useful information. #savebrands #sxsw,no emotion,Google
"RT @mention Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Positive emotion,Google
RT @mention Google denies rumors about launching Circles at SXSW {link} #Facebook #Google #SXSW,no emotion,Google
RT @mention Google desmiente el lanzamiento hoy de Circles RT @mention  We're not launching any products at #SXSW but we're doing plenty else.,no emotion,Google
RT @mention Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts,no emotion,Google
"RT @mention Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles",Positive emotion,Google
RT @mention Google Earth to headline #Cleantech panel at #SXSW tues @mention 3:30pm. Follow #saveustechies. {link},no emotion,Google
RT @mention Google fires a shot at Foursquare with check-in rewards and titles {link} by @mention #SXSW,no emotion,Google
"RT @mention Google focusing on bridging the digital/physical divide... maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",no emotion,Google
"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Positive emotion,Google
"RT @mention Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",no emotion,Google
"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",Negative emotion,Google
"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Positive emotion,Google
"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Positive emotion,Google
"RT @mention google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",no emotion,Google
RT @mention Google is looking at social signals more and more for search results. #qagb #sxsw,no emotion,Google
RT @mention Google is NOT launching any products at #SXSW {link},no emotion,Google
RT @mention Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link},Positive emotion,Google
RT @mention google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,Positive emotion,Google
RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw,Positive emotion,Google
RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw,Positive emotion,Google
RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTechÛ,Negative emotion,Google
RT @mention Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,no emotion,Google
RT @mention Google Launches Geo-Social 'Offers' at #SXSW {link} #DeferoMobile,no emotion,Google
RT @mention Google launches people finder service after Japan earthquake / tsunami {link} [Tnooz] #WSsxsw #sxsw #scrm,no emotion,Google
RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,Positive emotion,Google
RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #SXSW,no emotion,Google
RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,no emotion,Google
RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,no emotion,Google
"RT @mention Google looks to the future with mobile, location-based devices | {link}  #SXSW",no emotion,Google
RT @mention Google maps for mobile 5.2 looks awesome.#sxsw,Positive emotion,Google
RT @mention Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,no emotion,Google
RT @mention Google maps usage on mobile exceeded desktop usage on xmas and new years day for the first time ÛÓ Marissa Mayer at #sxsw.,no emotion,Google
RT @mention Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,no emotion,Google
"RT @mention Google Marissa Mayer, future of location: augmented reality, contextual discovery, make smartphones smarter. #sxsw",no emotion,Google
RT @mention Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,no emotion,Google
"RT @mention Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Positive emotion,Google
RT @mention google presentation by Mayer is a sales pitch #fail #sxsw,Negative emotion,Google
RT @mention Google previews updated Blogger interface at #SXSW {link},Positive emotion,Google
RT @mention Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else ht,no emotion,Google
RT @mention Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,Positive emotion,Google
RT @mention Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.,no emotion,Google
"RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",no emotion,Google
RT @mention Google set to launch new social network #Circles today at #sxsw,Positive emotion,Google
RT @mention Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,no emotion,Google
RT @mention Google smentisce novitÌÊ in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},no emotion,Google
"RT @mention Google spokewoman Nadja Blagojevic e-mail about Google Circle: &quot;We are not announcing anything like this at #SXSW, this is an untrue rumor.&quot;",no emotion,Google
RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW,Positive emotion,Google
RT @mention Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via #google #sxsw #check-in,no emotion,Google
RT @mention Google to Host Developer Day at SXSW {link} #sxsw @mention,no emotion,Google
RT @mention Google to launch a new social network Circles. Possibly today {link} #SXSW,no emotion,Google
RT @mention google to launch a social network at #sxsw today?,no emotion,Google
"RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",no emotion,Google
RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw / cc @mention @mention,Positive emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw #nptech",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link}",Positive emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today - {link} #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!",Positive emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated - not today, not at #SXSW) {link} via @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) at #SXSW {link}",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw

Buzz 2.0?  Lol",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw {link}",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention #SocialMedia",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw // :O",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #sxswi",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ &gt;&gt; Should be good",Positive emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} via @mention @mention #SxSW #w2p",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} #privacy ?",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention",Positive emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention #socialmedia",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link}",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today #sxsw {link}",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",Negative emotion,Google
"RT @mention Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusion",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW",no emotion,Google
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw",no emotion,Google
RT @mention Google to Launch Major New Social Network Called Circles!!! #google #circles #sxsw {link},no emotion,Google
RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,no emotion,Google
"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW",no emotion,Google
"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW #sxswi",no emotion,Google
"RT @mention Google to launch new social network Circles, linking u more closely to peeps u connect w/most. possibly today @mention #sxsw!",no emotion,Google
RT @mention Google to launch social network Google Circles  at some point - but not at SXSW today.  :-(   {link}   #sxsw,no emotion,Google
"RT @mention Google trying to fill void for local information with hotpot. If you own a biz, claim it and provide photos and more info. #sxsw",no emotion,Google
RT @mention Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Positive emotion,Google
"RT @mention Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",no emotion,Google
RT @mention Google VP of consumer products Marissa Mayer says location is everything: {link} #sxsw,no emotion,Google
RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Negative emotion,Google
RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Negative emotion,Google
"RT @mention Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",no emotion,Google
RT @mention Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Positive emotion,Google
RT @mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,no emotion,Google
"RT @mention Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results. #sxsw",no emotion,Google
RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,Positive emotion,Google
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",Positive emotion,Google
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' via @mention {link} #sxswi #sxsw",no emotion,Google
RT @mention Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,no emotion,Google
"RT @mention Google's Mobile Future, and the Elusive 'Power of Here&quot; #SXSW Interactive @mention",no emotion,Google
RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Positive emotion,Google
RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW,Positive emotion,Google
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. - Marissa Mayer at #sxsw,Positive emotion,Google
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Positive emotion,Google
RT @mention Got a band you want to promote? Come say hi to the @mention team at the #google party at #maggiemaes! #sxsw,no emotion,Google
RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,no emotion,Apple
"RT @mention Got good content, but no Google/Bing love? on SEO, ranking #SXSW {link}",no emotion,Google
RT @mention Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! #sxsw {link},Positive emotion,Apple
RT @mention Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw  #jmc322,no emotion,Apple
RT @mention Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},Positive emotion,Apple
"RT @mention Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter: Apple // classics. #SXSW #OldSko0l",Positive emotion,Apple
RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,Positive emotion,Google
RT @mention Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,Positive emotion,Apple
RT @mention Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,no emotion,Google
RT @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,no emotion,Apple
RT @mention GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,no emotion,Google
RT @mention GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,no emotion,Google
"RT @mention Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",no emotion,Apple
"RT @mention Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",Positive emotion,Apple
RT @mention Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,Positive emotion,Apple
"RT @mention haha, Google serving pies at the #sxsw booth at 3/14 1:59 pm.",no emotion,Google
